,rated,variant,speed,perf,createdAt,status,winner,moves,clocks,clock,ECO,opening_name,white_player,rating,black_player,rating
1222,True,standard,classical,classical,2019-10-10 22:46:43.378000+00:00,mate,black,d4 d5 Bf4 h6 h3 a6 Nf3 Nf6 e3 Nc6 c3 e6 Bd3 Bd6 Ne5 Bxe5 dxe5 Ne4 Qa4 O-O O-O Nc5 Qc2 Nxd3 Qxd3 b6 Nd2 Bb7 Nf3 a5 g4 Ba6 c4 Bxc4 Qc2 Bxf1 Rxf1 g5 Bg3 Nb4 Qb1 f5 gxf5 Rxf5 Kg2 Qf8 Nd4 Rf7 Nxe6 Qe7 Qg6+ Kh8 Qxh6+ Rh7 Qxg5 Qxe6 a3 Qxh3+ Kf3 Rf8+ Ke2 Qh5+ Qxh5 Rxh5 f4 Nc6 e6 Rg8 Rf3 Ne7 f5 Rxf5 Rxf5 Nxf5 Be5+ Kh7 Bxc7 Re8 Bxb6 Rxe6 Bc5 d4 e4 Rxe4+ Kd3 Re3+ Kc4 Re4 b4 axb4 axb4 Kg6 b5 Kf6 b6 Re8 Kb5 Rb8 Ka6 d3 Bb4 Nd4 Bc3 Ke5 Ka7 Re8 b7 Kd5 Bd2 Nb5+ Kb6 Nd6 Kc7 Re7+ Kd8 Rxb7 Bc3 Ke6 Bf6 d2 Be7 Nf5 Kc8 Rxe7 Kd8 d1=Q+ Kc8 Qd7+ Kb8 Qb7#,"[90003, 90003, 91347, 91315, 90867, 92595, 91771, 93707, 92691, 94963, 93915, 95163, 90723, 95707, 90403, 92867, 91243, 93507, 85539, 93291, 84667, 92899, 84507, 93435, 85803, 93083, 75923, 94139, 76123, 93971, 71635, 95307, 69979, 96555, 70459, 96987, 71963, 96859, 71651, 97763, 71651, 95923, 71971, 97235, 72291, 97787, 71555, 91227, 71507, 92251, 72331, 90603, 71947, 91659, 72427, 89099, 70043, 90283, 70659, 91043, 71315, 90131, 71539, 91299, 70283, 91867, 70907, 93099, 71547, 92035, 72123, 91339, 70355, 92179, 71795, 93307, 73139, 94011, 71355, 92795, 72107, 93435, 72659, 94515, 74067, 95675, 75043, 96251, 75875, 94299, 77371, 89699, 78115, 86555, 79395, 84107, 69635, 84099, 70187, 85227, 71491, 79987, 69819, 79539, 70931, 71683, 71899, 71203, 71491, 71267, 72307, 71187, 70523, 71323, 63675, 71459, 61523, 71251, 60315, 72179, 60683, 72491, 60907, 73523, 60339, 74211, 59251, 75363, 60413, 75213]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",D00,Queen's Pawn Game: Accelerated London System,'chestroyer',1436,'roccoegyking',1428
1223,True,standard,blitz,blitz,2019-10-10 00:47:29.388000+00:00,outoftime,black,d4 d5 Bf4 Nc6 e3 f6 Nf3 Bg4 Nbd2 g5 Bg3 Qd7 Be2 Bf5 c3 O-O-O O-O e5 Bb5 Bd6 Qe2 Bg4 h3 e4 hxg4 exf3 Nxf3 a6 Bd3 Bxg3 Bf5 Nxd4 Bxd7+ Rxd7 fxg3 Nxe2+ Kf2 Nxg3 Kxg3 Ne7 Nd4 f5 Nxf5 Rf8 Nxe7+ Rxe7 Rxf8+ Kd7 Rd1 Rxe3+ Kh2 Ke7 Rh8 Kf6 Rxd5 Re2 Rf8+ Ke6 Re8+ Kxd5 Rxe2 Kc4 Re4+ Kd3 Rd4+ Kc2 c4 Kxb2 a4 Kc3 Rd5 Kxc4 Rxg5 Kb4 Rh5 Kxa4 Rxh7 b5 Rxc7 a5 g5 b4 g6 b3 g7 b2 g8=Q b1=Q Rc4+ Kb3 Qc8 Ka2 Rc2+ Kb3 Qc3+ Ka4 Qc4+ Ka3,"[30003, 30003, 29771, 29019, 29027, 28235, 28131, 27659, 27299, 26619, 26419, 25339, 25531, 23747, 24467, 23323, 24235, 22483, 22843, 20715, 17907, 20027, 17443, 19635, 15187, 19347, 14947, 18091, 14323, 17603, 14147, 14131, 13475, 13603, 13115, 13339, 12667, 9603, 12283, 9035, 11515, 8627, 11051, 7483, 9763, 7091, 9651, 6947, 9227, 6667, 8235, 5715, 7627, 4483, 6395, 4011, 4819, 3755, 4475, 3627, 4475, 3531, 3939, 3427, 3659, 3283, 2947, 3147, 2835, 2899, 2323, 2787, 2227, 2579, 2171, 2459, 2171, 2363, 1603, 2115, 1435, 2011, 1323, 2011, 1235, 2011, 901, 1883, 743, 1771, 538, 1627, 262, 1275, 189, 923, 11, 779, 0]","{'initial': 300, 'increment': 0, 'totalTime': 300}",D00,Queen's Pawn Game: Accelerated London System,'chestroyer',1099,'soulsgone',1009
1224,True,standard,classical,classical,2019-10-09 22:42:56.640000+00:00,resign,black,d4 Nf6 c4 g6 g4 d5 Bg2 Bxg4 h3 Bh5 Nd2 e6 Ndf3 Bd6 c5 Bf8 Ne5 Qe7 Bg5 Bg7 Ngf3 Nc6 Nxc6 bxc6 Ne5 Qd8 Nxc6 Qd7 Ne5 Qb5 b3 O-O a4 Qb4+ Bd2 Qxd4 Nd3 Ne4 Be3 Qxa1 Qxa1 Bxa1 Bh6 Rfe8 Ne5 Bc3+ Kf1 Rab8 Nd7 Rxb3 Nf6+ Nxf6,"[90003, 90003, 89347, 91243, 90211, 92507, 90875, 92459, 91395, 93387, 92179, 93971, 93411, 93795, 92851, 93243, 90811, 90507, 88739, 90931, 89771, 90555, 90187, 91787, 90947, 90291, 91843, 90555, 92715, 91411, 92995, 91595, 93091, 92675, 93587, 93595, 93171, 93371, 93227, 93099, 94435, 94603, 95307, 94627, 94899, 95467, 94955, 93563, 94875, 93947, 96067, 95277, 95781]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",E60,Indian Defense: West Indian Defense,'arenfrow',1445,'chestroyer',1427
1225,True,standard,classical,classical,2019-10-09 20:07:00.580000+00:00,draw,,d4 d5 Bf4 e6 e3 Nf6 h3 Nc6 c3 Bd6 Bxd6 Qxd6 Nf3 e5 Nbd2 exd4 exd4 Ne4 Nxe4 dxe4 Qe2 O-O Nd2 Bf5 Nxe4 Bxe4 Qxe4 Na5 Bd3 Qg6 Qf3 Qf6 Qe4 g6 h4 Qf5 Qxf5 gxf5 Bxf5 Nc4 O-O-O Rae8 b3 Nd6 Bd7 Re2 Rhe1 Rxf2 g4 Rxa2 Kb1 Ra3 Kb2 Ra5 d5 Nb5 b4 Ra6 c4 Nd6 c5 Nc8 Kb3 c6 d6 b6 Re8 Rxe8 Bxe8 bxc5 bxc5 Kf8 Re1 Ra5 Kb4 Rb5+ Kc4 a5 d7 Nb6+ cxb6 Rxb6 d8=Q Rb4+ Kc5 Rb5+ Kc4 Kg7 Qd4+ Kg6 Qf4 Rb4+ Kc5 Rxf4 Kxc6 Rxg4 Kb5 a4 Bd7 Rxh4 Rg1+ Kf6 Rf1+ Ke7 Bc6 a3 Re1+ Kf6 Bd5 Rh5 Kc5 Rh2 Ra1 Rc2+ Kb4 Rb2+ Kxa3 Rd2 Rf1+ Ke5 Bxf7 Rd3+ Kb2 Rd2+ Kc3 Rd4 Re1+ Re4 Rd1 Re3+ Kd2 Rf3 Re1+ Kd4 Bh5 Rd3+ Kc2 Rh3 Bg4 Rg3 Bf5 Rg2+ Kb3 h5 Re4+ Kc5 Rc4+ Kd6 Rd4+ Ke5 Bh3 Rg3+ Kc4 Rxh3 Rd5+ Ke4 Rd4+ Kf5 Rd5+ Ke6 Kd4 h4 Rh5 Rh1 Ke4 h3 Kf3 Kf6 Kg3 Kg6 Rxh3 Rxh3+ Kxh3,"[90003, 90003, 91403, 91011, 92683, 91851, 93547, 92787, 94723, 93851, 92299, 95019, 93555, 96075, 91107, 97363, 91779, 97883, 90259, 99107, 91203, 100123, 91203, 100467, 91491, 100899, 92987, 101179, 94195, 101899, 93363, 102883, 93659, 103659, 93907, 104619, 93563, 105803, 95059, 106443, 93243, 106979, 93811, 107707, 94403, 108819, 95083, 109099, 96419, 110339, 95835, 111459, 96995, 112131, 97603, 110043, 98363, 111019, 99251, 111795, 100059, 112419, 100627, 113715, 101619, 114307, 101915, 115115, 103243, 116267, 104515, 116611, 105027, 116971, 105059, 116115, 106291, 115579, 107379, 116395, 108675, 116683, 109787, 117795, 110763, 117715, 111787, 117571, 112395, 117867, 112331, 118627, 112651, 119907, 114003, 121059, 115299, 122187, 116083, 123107, 117475, 124107, 118179, 125387, 118635, 126611, 119707, 127531, 120147, 128003, 120923, 128643, 121875, 128731, 122771, 129419, 123899, 129883, 124427, 131083, 125619, 132035, 126539, 133195, 127907, 133403, 128907, 134379, 129395, 135403, 130659, 135523, 131731, 136339, 130859, 136515, 131731, 136603, 133011, 137635, 134267, 138651, 132139, 139603, 132363, 139595, 132707, 140683, 133163, 141947, 133171, 142523, 134107, 143659, 135443, 144723, 136763, 146051, 138123, 147395, 138931, 148451, 140243, 149531, 141619, 150851, 143035, 151675, 144291, 152995, 145595, 154116, 145598]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",D00,Queen's Pawn Game: Accelerated London System,'chestroyer',1428,'erkut25',1385
1226,True,standard,classical,classical,2019-10-09 19:50:01.180000+00:00,resign,black,d4 Nf6 Nf3 g6 Nc3 d5 Bg5 Bg7 Ne5 Ng4 Nxg4 Bxg4 f3 Bd7 Nxd5 Be6 Nxe7 f6 Nxg6 fxg5 Nxh8 Bxh8 c3 c6 Qd3 h6 Qg6+ Bf7 Qe4+ Qe7 Qh7 Bf6 Qxh6 Nd7 e4 c5 Qh3 cxd4 cxd4 Bxd4 Rb1 Qb4+ Kd1 Bxa2 Qh8+ Bxh8,"[90003, 90003, 89483, 90539, 90483, 91411, 91027, 91803, 91755, 87811, 91779, 89099, 92531, 90187, 93163, 88187, 93939, 86307, 90715, 86947, 91899, 88011, 92755, 88643, 90675, 86323, 91459, 86891, 92099, 87363, 92731, 85411, 93379, 85987, 94675, 86803, 93875, 87411, 94163, 88747, 94371, 88827, 94323, 89435, 94075, 90289, 93669]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",A48,East Indian Defense,'nnn2000',1500,'chestroyer',1422
1227,True,standard,classical,classical,2019-10-08 23:00:41.650000+00:00,mate,white,d4 d5 Bf4 Nc6 e3 Be6 Bd3 g5 Bxg5 h6 Bf4 Bg7 Nd2 Nf6 Ngf3 Nh5 Bg3 f5 Bh4 Qd6 c4 Nb4 c5 Qa6 Bxa6 Nxa6 Ne5 O-O-O Qxh5 Nb4 O-O f4 a3 Nc2 Rac1 Nxe3 Rfe1 Nc4 Ndxc4 dxc4 Qd1 f3 Ng6 fxg2 Rxe6 Rd7 d5 Re8 c6 Bxb2 cxd7+ Kxd7 Qa4+ Kc8 Qxe8#,"[90003, 90003, 91363, 90131, 92459, 90643, 92499, 87555, 92107, 87587, 92843, 83795, 93747, 76363, 92811, 72939, 88331, 71315, 86667, 69883, 85243, 61595, 85531, 53867, 86179, 52939, 86667, 52859, 87211, 42019, 83995, 36099, 83595, 33131, 83555, 29123, 82691, 25003, 82291, 25131, 83443, 21939, 81707, 16411, 80891, 15219, 80251, 8667, 81155, 5267, 81547, 6547, 82419, 7267, 81965]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",D00,Queen's Pawn Game: Accelerated London System,'chestroyer',1413,'ikonas5',1469
1228,True,standard,classical,classical,2019-10-08 22:56:49.959000+00:00,resign,black,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bf4 d6 g3 e5 Nf5 exf4 Nxd6+ Bxd6,"[90003, 90003, 91203, 91283, 87395, 92595, 88731, 93307, 89443, 94467, 89227, 95283, 89851, 94963, 89635, 95403, 90779, 96541, 90002]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",B40,"Sicilian Defense: French Variation, Normal",'dadinho92',1475,'chestroyer',1404
1229,True,standard,classical,classical,2019-10-08 22:46:42.629000+00:00,resign,black,d4 Nf6 Bf4 d6 e3 Bf5 Nd2 g6 Ngf3 Bg7 Nc4 c5 Bd3 Bg4 h3 Bxf3 Qxf3 cxd4 exd4 Nbd7 O-O b5 Nd2 a6 Rfe1 O-O Re2 Re8 Rae1 Qc7 Ne4 e5 Nxf6+ Bxf6 Be4 Rac8 Bh6 Qc4 c3 exd4 h4 dxc3 h5 cxb2 Rxb2 Bxb2 hxg6 hxg6 Bd3 Qc3 Qxf7+ Kxf7,"[90003, 90003, 91339, 91419, 92387, 92779, 92707, 94171, 93451, 95539, 92867, 96595, 94155, 96555, 90755, 97859, 92083, 99363, 93107, 99419, 93579, 100243, 94459, 101483, 95691, 102779, 92363, 104131, 93627, 103099, 93587, 104315, 94547, 104299, 95347, 104699, 95747, 104267, 96459, 105403, 96659, 104539, 97323, 104187, 97507, 104419, 95947, 104747, 94563, 105075, 95371, 106025, 93971]","{'initial': 900, 'increment': 15, 'totalTime': 1500}",A45,Indian Defense,'chestroyer',1412,'scarroll0201',1384
1230,True,standard,blitz,blitz,2019-10-08 21:08:34.693000+00:00,mate,white,d4 Nf6 e3 g6 c4 d5 Nf3 e6 a3 Bg7 Nc3 Nc6 e4 dxc4 Bxc4 Bd7 e5 Ng4 Bg5 Qc8 O-O O-O d5 exd5 Bxd5 Be6 Bxe6 Qxe6 Bf4 Rfd8 Qe2 Bh6 Bxh6 Nxh6 Ng5 Qxe5 Nce4 Nd4 Qc4 Rd7 f4 Qd5 Nf6+ Kg7 Nxd5 Nhf5 Nxc7 Ne3 Qc3 Kh6 Qxe3 Rc8 Nb5 Rc5 Nxd4 Rcc7 f5 Re7 Nge6+ Kh5 Qh3#,"[18003, 18003, 18203, 18051, 18403, 18027, 18603, 17835, 18155, 17163, 18083, 16987, 17827, 16987, 17731, 16539, 17555, 15819, 17283, 15243, 16027, 15203, 15491, 14723, 14235, 14419, 11227, 14355, 10131, 13939, 9139, 13139, 8923, 13299, 8667, 12891, 7227, 12411, 5427, 11419, 5019, 10123, 4947, 9771, 5035, 9355, 4219, 9339, 3355, 8331, 2955, 7595, 2163, 7139, 2115, 6339, 2123, 6091, 2067, 5654, 1835]","{'initial': 180, 'increment': 2, 'totalTime': 260}",A45,Indian Defense,'kartacali',1195,'chestroyer',1104
1231,True,standard,blitz,blitz,2019-10-08 13:13:01.077000+00:00,outoftime,black,e4 c5 Nf3 e6 Bc4 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 Nf6 O-O d5 e5 dxc4 Qxc4 Nd5 Rd1 Be7 Qa4+ Bd7 Qc4 Qb6 Be3 Nxe3 fxe3 Rc8 Kf2 Rxc4,"[18003, 18003, 18091, 18147, 18083, 18219, 17995, 18227, 17979, 18171, 18011, 17803, 17515, 17747, 17555, 17587, 16571, 17235, 16187, 16827, 15955, 16715, 15603, 16667, 15115, 16091, 14843, 15587, 14419, 15240, 0]","{'initial': 180, 'increment': 2, 'totalTime': 260}",B40,Sicilian Defense: French Variation,'yassine-echchetouky',"996,",'chestroyer',1099
1232,True,standard,blitz,blitz,2019-10-08 13:07:41.286000+00:00,mate,black,d4 d5 c4 dxc4 e4 b5 a3 e5 d5 c6 Nc3 cxd5 Nxd5 Nf6 Nxf6+ Qxf6 Qd8+ Qxd8 Nf3 Nc6 Bg5 Be7 Bxe7 Qxe7 g3 O-O Bg2 Bg4 O-O Bxf3 Bxf3 Nd4 Bd1 Qf6 a4 Nf3+ Kg2 Nd2 Re1 Rad8 axb5 Qb6 Ba4 a6 bxa6 Qxa6 Bc2 Qb6 b3 cxb3 Bxb3 Qxb3 Red1 Qf3+ Kg1 Nxe4 Rf1 Ng5 Ra5 Nh3#,"[18003, 18003, 18139, 18035, 18131, 18131, 17915, 18179, 17635, 18179, 17563, 18155, 17587, 16955, 16339, 17051, 16539, 17123, 16427, 16195, 16259, 16123, 16243, 16323, 15867, 16403, 15779, 15387, 15787, 15491, 15939, 15667, 15187, 14195, 14787, 14251, 14619, 13739, 14179, 12875, 13979, 12851, 13483, 12787, 13091, 12987, 12627, 12979, 12347, 13083, 11443, 13035, 11411, 13115, 11339, 12979, 9971, 11523, 9893, 11380]","{'initial': 180, 'increment': 2, 'totalTime': 260}",D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",'chestroyer',1104,'damnmi',1202
1233,True,standard,blitz,blitz,2019-10-08 03:24:17.455000+00:00,mate,white,d3 e5 e4 Nf6 Nc3 Bc5 Qe2 a6 g3 O-O Bg2 c6 Bd2 d5 Nf3 d4 Nd1 Ng4 O-O f5 c3 fxe4 dxe4 dxc3 Bxc3 Qf6 Ne3 Qg6 Nxe5 Nxe5 Bxe5 Nd7 Bc3 Kh8 Rac1 Nf6 Be5 Ng4 Rxc5 Nxh2 Kxh2 Qh6+ Kg1 Bh3 Nf5 Qh5 Qxh5 Bxf5 exf5 Rad8 Qg5 Rf7 Bxg7+ Rxg7 Qxd8+ Rg8 Bxc6 Rxd8 Bd5 Rf8 g4 h6 Rc7 b5 Re1 Rg8 Ree7 a5 Rh7#,"[30003, 30003, 29803, 29739, 28587, 29339, 27235, 29059, 26803, 28859, 26611, 28395, 26107, 28211, 25147, 27963, 24035, 27651, 23451, 26979, 21211, 26667, 20787, 26443, 20203, 24019, 18419, 22507, 16819, 22195, 16819, 21019, 15691, 20795, 12339, 20387, 11339, 19803, 10659, 18483, 10067, 18227, 9643, 18075, 8459, 16859, 8059, 14187, 6947, 14107, 5811, 13347, 4395, 13131, 3835, 12867, 3211, 12411, 2419, 11491, 2171, 11227, 1787, 10651, 1395, 9627, 813, 9026, 618]","{'initial': 300, 'increment': 0, 'totalTime': 300}",C20,King's Pawn Game: Leonardis Variation,'chestroyer',1096,'concepto_uic',1127
1234,True,standard,blitz,blitz,2019-10-08 03:20:11.720000+00:00,mate,black,e4 c5 Nf3 e6 a3 Nc6 Bc4 Be7 O-O Nf6 Re1 d5 exd5 exd5 Ba2 O-O Ng5 h6 d3 hxg5 Bxg5 Be6 h4 Bg4 Qd2 Ne5 Rxe5 Re8 Nc3 Bd6 Rxe8+ Qxe8 Bxd5 Qe5 Bxb7 Qh2+ Kf1 Qh1#,"[30003, 30003, 29843, 29923, 29555, 29603, 29443, 29379, 29275, 28899, 28923, 28715, 28651, 28539, 28387, 27659, 28123, 26243, 27811, 25283, 27643, 24827, 26627, 23267, 25715, 21859, 25027, 21235, 24667, 20755, 22811, 20755, 21939, 19403, 21251, 19027, 20417, 18935]","{'initial': 300, 'increment': 0, 'totalTime': 300}",B40,Sicilian Defense: French Variation,'concepto_uic',1135,'chestroyer',1088
1235,True,standard,blitz,blitz,2019-10-08 00:57:28.928000+00:00,resign,white,d4 d5 c4 dxc4 e4 Nc6 Nc3 Nxd4 Bxc4 Nf6 Be3 Bg4 f3 Bh5 g4 Bg6 Nge2 Nxf3+ Kf2 Qxd1 Raxd1 Ne5 Bb5+ c6 Ba4 b5 Bc2 Nexg4+ Kg3 Nxe3 Rd2 Nxc2 Rxc2 b4 Na4 Bxe4 Rcc1 Bxh1 Rxh1 Rd8 Nc5 Nh5+ Kh4 g6 Nb7 Rd2 Re1 Rxb2 Nd4 Rxh2+ Kg4 f5+ Kf3 Rh3+ Kg2 Rg3+ Kf2 Bh6 Nxc6 e6 Rxe6+ Kd7 Nc5+ Kc7 Nxb4 Rf8 Rc6+ Kb8 Nba6+ Ka8 Nc7+,"[30003, 30003, 29755, 28635, 27579, 28163, 27403, 27947, 26771, 25931, 26123, 25283, 25683, 24523, 24307, 24363, 23571, 23523, 22731, 22139, 22715, 21451, 21899, 21187, 21139, 20859, 20787, 19843, 19747, 19059, 18539, 18067, 18139, 16163, 17011, 15963, 15395, 15819, 15395, 15147, 15099, 14051, 14531, 12923, 14195, 12019, 12907, 11667, 12659, 10899, 12147, 9667, 11931, 8331, 11619, 7283, 11387, 6379, 10979, 5131, 10523, 4707, 10379, 4459, 9403, 3675, 8947, 3395, 8651, 2667, 8058, 2220]","{'initial': 300, 'increment': 0, 'totalTime': 300}",D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",'chestroyer',1083,'wcdenton',"972,"
1236,True,standard,blitz,blitz,2019-10-08 00:31:04.922000+00:00,outoftime,white,e4 c5 Nf3 e6 Nc3 Nc6 Bc4 Be7 d4 cxd4 Nxd4 Qb6 Nxc6 Qxc6 O-O Nf6 e5 Ne4 Qf3 d5 Nxe4 Qxc4 Nd2 Qc6 c4 O-O cxd5 Qxd5 Qxd5 exd5 Nf3 Be6 Bg5 f6 Bf4 g5 exf6 Rxf6 Bxg5 Rf7 Bxe7 Rxe7 Ng5 Bf5 Rad1 Rd8 Rfe1 Rxe1+ Rxe1 d4 Re7 h6 Nf3 d3 Nd2 Kf8 Rxb7 Bc8 Rxa7 Rd5 Kf1 Re5 Ra3 Bf5 f4 Re2 Ra5 Bg4 h3 Rxd2 hxg4 Rxb2 Ke1 d2+ Kd1 Kg7 a4 Kg6 Rf5 h5 gxh5+ Kg7 h6+,"[30003, 30003, 29763, 29675, 29635, 29211, 29467, 27659, 28755, 27451, 28547, 26283, 27347, 26051, 26699, 25603, 24787, 24883, 23715, 23227, 21555, 21563, 20603, 20355, 20131, 19187, 19355, 18779, 18771, 18779, 18035, 18539, 17315, 18147, 16699, 16835, 16187, 16275, 15843, 15067, 15043, 14835, 14811, 13315, 14139, 12779, 12891, 11883, 12771, 11563, 10691, 10467, 9099, 9027, 7907, 8387, 7699, 8067, 7339, 6779, 6347, 6451, 5139, 5323, 3563, 5011, 2275, 3931, 1907, 3147, 1683, 2747, 1395, 2547, 1091, 2267, 756, 1283, 534, 673, 418, 290, 306, 0]","{'initial': 300, 'increment': 0, 'totalTime': 300}",B40,Sicilian Defense: French Variation,'jamtom14',1106,'chestroyer',1090
1237,True,standard,blitz,blitz,2019-10-07 22:08:09.592000+00:00,outoftime,white,d4 d5 c4 dxc4 Nc3 Nc6 e3 Nf6 Bxc4 e5 d5 Na5 Qa4+ b5 Qxb5+ c6 Qxc6+,"[30003, 30003, 29811, 29875, 29499, 29531, 27947, 28955, 27603, 28123, 27043, 27899, 26155, 27331, 24747, 27181, 24429, 0]","{'initial': 300, 'increment': 0, 'totalTime': 300}",D07,Queen's Gambit Declined: Chigorin Defense,'chestroyer',1084,'thepope98',"995,"
1238,True,standard,blitz,blitz,2019-10-07 22:00:29.636000+00:00,mate,white,d4 e5 dxe5 Nc6 Nf3 f6 Bf4 Qe7 e4 fxe5 Bg5 Qd6 Nbd2 h6 Be3 Nf6 Nc4 Qb4+ Bd2 Qc5 a3 Na5 Bb4 Qb5 Bxa5 Nxe4 Nd6+ cxd6 Bxb5 d5 Qxd5 Nf6 O-O-O Nxd5 Rxd5 b6 Bc3 Bb7 Rxe5+ Be7 Bxd7+ Kxd7 Rd1+ Ke8 Rde1 Rd8 Rxe7+ Kf8 Rxb7 g5 Ree7 Kg8 Bxh8 Kxh8 Rh7+ Kg8 Rbg7+ Kf8 Ne5 Re8 Ng6#,"[30003, 30003, 29523, 29947, 29267, 29771, 27859, 28547, 26459, 27619, 26123, 26915, 24475, 26291, 23443, 25627, 22203, 25123, 21251, 24315, 20083, 22851, 19715, 21027, 19091, 20091, 18763, 19819, 18651, 18307, 17971, 17019, 17443, 16739, 16371, 15563, 15011, 13291, 14755, 12979, 13827, 11811, 13683, 11155, 12475, 10659, 12243, 10459, 11899, 9851, 11699, 9043, 10827, 8859, 10643, 8699, 10475, 8579, 10083, 8113, 9867]","{'initial': 300, 'increment': 0, 'totalTime': 300}",A40,Englund Gambit Complex: Soller Gambit Deferred,'chestroyer',1078,'sotiris3',1024
1239,True,standard,blitz,blitz,2019-10-07 21:55:02.559000+00:00,mate,white,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 e5 Nd5 Bd3 Qb6 Nf3 d6 Be3 Nc6 Bxb6 Nxb6 Bb5 Bd7 exd6 a6 Bxc6 Bxc6 Ne5 Nd7 Nxc6 bxc6 O-O g6 Qd4 Rg8 Rd1 e5 Qe4 Rc8 f4 Nf6 Qxe5+ Kd8 Qxf6+ Kd7 Qxf7+ Be7 Qxe7#,"[30003, 30003, 29435, 29907, 29315, 29651, 29187, 29459, 28835, 29179, 26955, 27739, 26451, 26939, 25971, 25819, 25747, 25163, 25235, 24891, 24979, 24027, 24187, 24027, 23683, 23435, 22923, 22819, 22707, 20371, 22291, 18811, 21995, 18227, 21443, 16171, 20483, 15363, 19267, 13163, 18827, 13035, 17923, 12633, 17637]","{'initial': 300, 'increment': 0, 'totalTime': 300}",B40,"Sicilian Defense: French Variation, Normal",'sko',1122,'chestroyer',1084
1240,True,standard,blitz,blitz,2019-10-07 20:41:45.717000+00:00,mate,black,e3 Nf6 Nc3 g6 Qf3 Bg7 Nd5 e6 Nxf6+ Bxf6 h4 d5 h5 g5 h6 O-O Qg3 Nd7 Nf3 c6 Rh5 Kh8 Nxg5 Be5 Nf3 Bxg3 fxg3 Nf6 Rg5 Ne4 Rg4 Rg8 Rxg8+ Qxg8 Nh4 Qxg3+ Kd1 Nf2+ Ke2 Qxh4 b3 e5 Bb2 f6 Ke1 Nd3+ Ke2 e4 Bd4 Bg4#,"[30003, 30003, 29187, 29787, 28611, 29099, 28099, 27035, 27283, 27035, 26075, 26195, 25867, 25531, 25339, 24443, 23331, 22659, 23123, 19563, 22347, 19051, 21499, 18475, 20739, 18203, 20099, 17539, 19443, 17163, 18835, 16667, 17875, 16667, 17251, 16427, 16307, 15235, 15843, 14851, 15331, 14547, 15091, 13931, 14219, 13419, 14059, 13043, 13511, 12806]","{'initial': 300, 'increment': 0, 'totalTime': 300}",A00,Van't Kruijs Opening,'sangar57',1156,'chestroyer',1075
1241,True,standard,blitz,blitz,2019-10-05 23:48:43.142000+00:00,outoftime,white,e4 c5 Nc3 e6 d3 Nf6 g3 d5 Bg2 d4 Nb5 Bd7 Na3 Be7 c3 dxc3 bxc3 Bc6 Ne2 Nbd7 Rb1 O-O Nc4 b5 Nd2 Ne5 Nf3 Nxf3+ Bxf3 Rb8 c4 bxc4 Rxb8 Qxb8 dxc4 Qe5 O-O Bxe4 Bxe4 Qxe4 Nc3 Qxc4 Ne2 Rd8 Qe1 Qxa2 Nf4 h6 Be3 Rd3 Qc1 Rd2 Bxd2 Ne4 Be3 c4 Bd4 Ba3 Qe1 f5 Nxe6,"[18003, 18003, 17299, 17507, 16931, 16635, 16339, 16331, 16147, 15827, 15523, 15371, 14715, 14571, 14467, 14067, 14363, 12051, 14075, 10443, 13715, 9939, 13251, 9131, 12427, 8691, 11843, 7587, 11843, 6035, 11299, 5611, 11163, 5611, 11035, 4739, 9731, 3771, 9499, 3371, 9259, 3027, 7707, 2643, 7075, 2107, 6699, 1683, 6251, 1235, 5507, 749, 5299, 556, 4859, 474, 3459, 325, 3051, 124, 2854, 0]","{'initial': 180, 'increment': 0, 'totalTime': 180}",B23,Sicilian Defense: Closed,'k1kito',1117,'chestroyer',1081
1242,True,standard,blitz,blitz,2019-10-05 23:42:07.500000+00:00,resign,white,d4 f5 c4 Nf6 Bf4 e6 Nc3 Bd6 Bxd6 cxd6 e3 O-O Bd3 Qe8 Nge2 Nc6 d5 Nb4 Bb1 exd5 cxd5 Qf7 a3 Nbxd5 Nxd5 Nxd5 Ba2 b6 Bxd5,"[30003, 30003, 29867, 29811, 29243, 29339, 28483, 28387, 26331, 28387, 25475, 28003, 25043, 26955, 24051, 26459, 23267, 25795, 22027, 24867, 21811, 23059, 20267, 22891, 19459, 22731, 19299, 19779, 18933, 18501]","{'initial': 300, 'increment': 0, 'totalTime': 300}",A84,Dutch Defense: Normal Variation,'chestroyer',1074,'ephemeral4evr',1079
